,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,panel_type_IPS,DisplayType,IsTouchscreen,Resolution_Width,Resolution_Height,CPU_brand,CPU_series_model_gen_type,CPU_speed_GHz,Memory_Capacity,Type,Total_Memory_Capacity_GB,GPU_Brand,GPU_Series,GPU_model_no,Ram_GB,Weight_kg
663,HP,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.04kg,28717.92,0,Not_given,0,1920,1080,Intel,Core i3 6006U,2.0,1024GB,HDD,1024.0,AMD,Radeon,R5 M430,6.0,2.04
664,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,79215.1056,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1060,8.0,2.7
665,Toshiba,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,26533.44,0,Not_given,0,1366,768,Intel,Core i3 6100U,2.1,128GB,SSD,128.0,Intel,HD Graphics,520,4.0,2.1
667,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon 530,Windows 10,2.1kg,39693.6,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,1024GB,HDD,1024.0,AMD,Radeon,530,8.0,2.1
668,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,67026.24,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,2.0
669,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Linux,2.1kg,21951.36,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,128GB,SSD,128.0,Intel,HD Graphics,520,4.0,2.1
670,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.252kg,99519.048,0,Not_given,1,2256,1504,Intel,Core i7 7600U,2.8,256GB,SSD,256.0,Intel,Iris Plus,640,8.0,1.252
671,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,1.90kg,43580.376,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,128GB + 1024GB,SSD+HDD,1152.0,AMD,Radeon,R5 M430,8.0,1.9
672,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.3kg,55091.52,1,Full HD,1,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.3
673,Lenovo,Notebook,35.6,1366x768,AMD E-Series E2-9000 2.2GHz,4GB,128GB SSD,AMD Radeon R2 Graphics,Windows 10,2.2kg,18594.72,0,Not_given,0,1366,768,Amd,E-Series E2-9000,2.2,128GB,SSD,128.0,AMD,Radeon,R2 Graphics,4.0,2.2
674,HP,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Nvidia GeForce 940MX,Windows 10,1.63kg,37242.72,1,Full HD,1,1920,1080,Intel,Core i3 7100U,2.4,128GB,SSD,128.0,Nvidia,GeForce,940MX,4.0,1.63
675,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,68944.32,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1050,16.0,2.4
676,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,60472.8,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.1
677,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8GB,64GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4kg,26373.6,0,Not_given,1,1366,768,Intel,Celeron Dual Core N3350,1.1,64GB,Flash Storage,64.0,Intel,HD Graphics,500,8.0,1.4
678,LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.09kg,122490.72,1,Full HD,0,1920,1080,Intel,Core i7 8550U,1.8,512GB,SSD,512.0,Intel,HD Graphics,620,8.0,1.09
679,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,69210.72,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,256GB,SSD,256.0,Nvidia,GeForce GTX,1050 Ti,16.0,2.5
680,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,53168.112,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,256GB,SSD,256.0,Nvidia,GeForce GTX,1050,8.0,2.2
681,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,Windows 10,1.86kg,22324.32,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,128GB,SSD,128.0,Intel,HD Graphics,500,4.0,1.86
682,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.21kg,109277.28,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1060,16.0,3.21
683,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 520,Windows 10,2.5kg,37242.72,1,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,256GB,SSD,256.0,AMD,Radeon,R5 520,4.0,2.5
684,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.19kg,79866.72,1,Full HD,1,1920,1080,Intel,Core i7 8550U,1.8,512GB,SSD,512.0,Intel,HD Graphics,U 620,8.0,1.19
685,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.49kg,149916.6,0,Full HD,0,1920,1080,Intel,Core i7 7820HK,2.9,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1070,16.0,3.49
686,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMD Radeon 520,Windows 10,1.86kg,32639.8608,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,500GB,HDD,500.0,AMD,Radeon,520,4.0,1.86
687,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2kg,29073.2976,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,1024GB,HDD,1024.0,AMD,Radeon,R5 M430,4.0,2.2
688,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6GB,2TB HDD,AMD Radeon R7 M440,Windows 10,2.65kg,30316.32,1,Full HD,0,1920,1080,Amd,A10-Series 9600P,2.4,2048GB,HDD,2048.0,AMD,Radeon,R7 M440,6.0,2.65
689,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,500GB HDD,Intel HD Graphics 510,Windows 10,2.1kg,16943.04,0,Not_given,0,1366,768,Intel,Celeron Dual Core 3855U,1.6,500GB,HDD,500.0,Intel,HD Graphics,510,4.0,2.1
690,Acer,Notebook,14,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45kg,19980.0,0,Not_given,0,1366,768,Intel,Celeron Dual Core 3855U,1.6,32GB,Flash Storage,32.0,Intel,HD Graphics,510,4.0,1.45
691,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.7kg,37242.72,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,1.7
692,HP,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14kg,101657.7072,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,500GB,HDD,500.0,Nvidia,Quadro,M1200,8.0,3.14
693,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,137995.2,0,Not_given,1,2560,1440,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.42
694,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.5kg,51841.44,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.5
695,Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4kg,14332.32,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3050,1.6,32GB,Flash Storage,32.0,Intel,HD Graphics,Generic,4.0,1.4
696,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.38kg,93186.72,0,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,16.0,1.38
697,Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4GB,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2kg,35644.32,0,Full HD,1,1920,1080,Intel,Core M M3-6Y30,0.9,64GB,Flash Storage,64.0,Intel,HD Graphics,515,4.0,1.2
698,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.36kg,100006.56,0,Full HD,1,1920,1080,Intel,Core i7 6500U,2.5,512GB,SSD,512.0,Intel,HD Graphics,520,16.0,1.36
700,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,43636.32,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,1024GB,HDD,1024.0,Nvidia,GeForce GTX,1050,8.0,2.56
701,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg,21258.72,0,Full HD,0,1920,1080,Amd,A9-Series 9420,2.9,256GB,SSD,256.0,AMD,Radeon,530,4.0,2.2
702,Lenovo,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8GB,1TB HDD,AMD Radeon R7,Windows 10,2.2kg,22857.12,0,Not_given,0,1366,768,Amd,A12-Series 9720P,3.6,1024GB,HDD,1024.0,AMD,Radeon,R7,8.0,2.2
703,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.1kg,33110.856,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,1024GB + 1024GB,HDD,2048.0,Intel,HD Graphics,620,4.0,2.1
704,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,No OS,1.90kg,23976.0,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,1.9
705,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,42357.6,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,2.18
706,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,1GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,53226.72,1,Full HD,1,1920,1080,Intel,Core i5 8250U,1.6,256GB,SSD,256.0,Intel,HD Graphics,U 620,1.0,1.6
707,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Nvidia Quadro M520M,Windows 7,2.18kg,98834.4,0,Full HD,0,1920,1080,Intel,Core i7 6500U,2.5,512GB,SSD,512.0,Nvidia,Quadro,M520M,16.0,2.18
708,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8kg,63456.48,0,Full HD,0,1920,1080,Intel,Core i5 6300HQ,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.8
709,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6GB,2TB HDD,AMD Radeon 530,Windows 10,2.71kg,34898.9328,1,Full HD,0,1920,1080,Amd,A10-Series 9620P,2.5,2048GB,HDD,2048.0,AMD,Radeon,530,6.0,2.71
710,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,66546.72,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050 Ti,8.0,2.5
711,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Linux,1.64kg,58021.92,0,Full HD,0,1920,1080,Intel,Core i5 7440HQ,2.8,256GB,SSD,256.0,Nvidia,GeForce,930MX,8.0,1.64
712,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Linux,1.98kg,38681.28,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Intel,HD Graphics,620,8.0,1.98
713,Asus,Notebook,14,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg,15877.44,0,Full HD,0,1920,1080,Intel,Celeron Dual Core N3350,1.1,32GB,Flash Storage,32.0,Intel,HD Graphics,500,4.0,1.5
714,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.93kg,76012.4448,0,Full HD,0,1920,1080,Intel,Core i5 7300U,2.6,512GB,SSD,512.0,Intel,HD Graphics,620,16.0,1.93
715,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 920MX,Windows 10,1.87kg,45664.6896,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Nvidia,GeForce,920MX,8.0,1.87
716,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,62817.12,0,Full HD,0,1920,1080,Intel,Core i5 7300U,2.6,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.9
717,Lenovo,Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4GB,500GB HDD,AMD Radeon R4,Windows 10,2.19kg,15877.44,0,Not_given,0,1366,768,Amd,A6-Series 7310,2.0,500GB,HDD,500.0,AMD,Radeon,R4,4.0,2.19
718,Mediacom,Notebook,14,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4GB,32GB HDD,Intel HD Graphics 400,Windows 10,1.4kg,14119.2,1,Full HD,0,1920,1200,Intel,Atom Z8350,1.92,32GB,HDD,32.0,Intel,HD Graphics,400,4.0,1.4
719,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63kg,63936.0,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Nvidia,GeForce,930MX,8.0,2.63
720,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,64GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.17kg,89864.1792,1,Quad HD+,0,2560,1440,Intel,Core i7 6500U,2.5,512GB,SSD,512.0,Intel,HD Graphics,520,64.0,1.17
721,HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.58kg,44574.048,1,Not_given,1,1366,768,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.58
722,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,79866.72,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.32
723,Dell,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36kg,194972.832,0,4K Ultra HD,0,3840,2160,Intel,Core i7 7700HQ,2.8,1024GB + 1024GB,SSD+HDD,2048.0,Nvidia,GeForce GTX,1070,32.0,4.36
724,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,71847.0144,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050 Ti,8.0,2.7
725,Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,No OS,1.9kg,26101.872,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Intel,HD Graphics,620,4.0,1.9
727,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.71kg,34578.72,0,Full HD,1,1920,1080,Intel,Core i3 7100U,2.4,1024GB,HDD,1024.0,Intel,HD Graphics,620,4.0,1.71
728,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Linux,2.32kg,31409.6256,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,AMD,Radeon,R7 M445,8.0,2.32
729,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMD Radeon 520,Windows 10,2.1kg,26053.92,0,Full HD,0,1920,1080,Amd,A9-Series 9420,3.0,1024GB,HDD,1024.0,AMD,Radeon,520,4.0,2.1
730,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2kg,103096.8,1,Full HD,0,1920,1080,Intel,Core i7 6700HQ,2.6,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1060,16.0,4.2
731,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.25kg,34578.72,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Intel,HD Graphics,620,12.0,2.25
732,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1kg,34632.0,0,Full HD,0,1920,1080,Amd,A9-Series A9-9420,3.0,128GB + 1024GB,SSD+HDD,1152.0,AMD,Radeon,520,6.0,2.1
733,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.4kg,29783.52,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,2.4
734,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.44kg,51148.8,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.44
735,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.85kg,41505.12,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,1024GB,HDD,1024.0,Intel,HD Graphics,620,4.0,1.85
736,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia Quadro M2200,Windows 10,2.6kg,128884.32,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB,SSD,256.0,Nvidia,Quadro,M2200,16.0,2.6
737,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,1.55kg,35111.52,0,Full HD,1,1920,1080,Intel,Core i5 8250U,1.6,1024GB,HDD,1024.0,Intel,HD Graphics,U 620,8.0,1.55
738,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg,111593.8944,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1060,16.0,1.8
739,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.4kg,21887.424,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,2.4
740,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.0kg,64308.96,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce,940MX,8.0,2.0
741,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2kg,35431.2,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,2.0
742,Toshiba,Notebook,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,81784.8,1,Full HD,1,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.25
743,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.7kg,53226.72,0,Full HD,1,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.7
744,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,1TB SSD,Nvidia Quadro M520M,Windows 10,2.5kg,175770.72,1,4K Ultra HD,0,3840,2160,Intel,Core i7 7600U,2.8,1024GB,SSD,1024.0,Nvidia,Quadro,M520M,16.0,2.5
745,Acer,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68kg,17582.4,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3060,1.6,32GB,Flash Storage,32.0,Intel,HD Graphics,400,2.0,1.68
746,Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,87858.72,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,16.0,0.81
748,Dell,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,60031.1088,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.6
749,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16GB,256GB SSD,Nvidia Quadro M2000M,Windows 7,3kg,233845.92,1,Full HD,0,1920,1080,Intel,Xeon E3-1535M v5,2.9,256GB,SSD,256.0,Nvidia,Quadro,M2000M,16.0,3.0
750,Lenovo,Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,Windows 10,1.4kg,25308.0,0,Not_given,1,1366,768,Intel,Celeron Dual Core N3060,1.6,128GB,SSD,128.0,Intel,HD Graphics,400,4.0,1.4
751,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.84kg,101232.0,0,Full HD,0,1920,1080,Intel,Core i5 6300U,2.4,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.84
752,Asus,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45kg,30849.12,0,Not_given,0,1366,768,Intel,Core i5 6300HQ,2.3,1024GB,HDD,1024.0,Nvidia,GeForce GTX,950M,4.0,2.45
